Industry,OrgSize,Category,Rank,Tool,Count,Pct,CategoryRespondents,GroupSize
Energy,"10,000 or more employees",Platform,4,Amazon Web Services (AWS),33,48.5,68,96
Energy,"10,000 or more employees",Platform,5,Microsoft Azure,32,47.1,68,96
Energy,100 to 499 employees,AIModels,1,openAI GPT (chatbot models),39,92.9,42,121
Energy,100 to 499 employees,AIModels,2,openAI Reasoning models,20,47.6,42,121
Energy,100 to 499 employees,AIModels,3,Anthropic: Claude Sonnet,18,42.9,42,121
Energy,100 to 499 employees,AIModels,4,Gemini (Flash general purpose models),15,35.7,42,121
Energy,100 to 499 employees,AIModels,5,Gemini (Pro Reasoning models),14,33.3,42,121
Energy,100 to 499 employees,Database,1,PostgreSQL,45,57.0,79,121
Energy,100 to 499 employees,Database,2,Microsoft SQL Server,35,44.3,79,121
Energy,100 to 499 employees,Database,3,SQLite,24,30.4,79,121
Energy,100 to 499 employees,Database,4,MySQL,22,27.8,79,121
Energy,100 to 499 employees,Database,5,Redis,16,20.3,79,121
Energy,100 to 499 employees,Platform,1,Docker,51,67.1,76,121
Energy,100 to 499 employees,Platform,2,npm,37,48.7,76,121
Energy,100 to 499 employees,Platform,3,Amazon Web Services (AWS),35,46.1,76,121
Energy,100 to 499 employees,Platform,4,Pip,32,42.1,76,121
Energy,100 to 499 employees,Platform,5,Microsoft Azure,26,34.2,76,121
Energy,20 to 99 employees,AIModels,1,openAI GPT (chatbot models),51,76.1,67,142
Energy,20 to 99 employees,AIModels,2,Anthropic: Claude Sonnet,29,43.3,67,142
Energy,20 to 99 employees,AIModels,3,openAI Reasoning models,21,31.3,67,142
Energy,20 to 99 employees,AIModels,4,DeepSeek (R- Reasoning models),18,26.9,67,142
Energy,20 to 99 employees,AIModels,5,Gemini (Flash general purpose models),17,25.4,67,142
Energy,20 to 99 employees,Database,1,PostgreSQL,71,69.6,102,142
Energy,20 to 99 employees,Database,2,MySQL,42,41.2,102,142
Energy,20 to 99 employees,Database,3,SQLite,35,34.3,102,142
Energy,20 to 99 employees,Database,4,Redis,24,23.5,102,142
Energy,20 to 99 employees,Database,5,Microsoft SQL Server,23,22.5,102,142
Energy,20 to 99 employees,Platform,1,Docker,71,75.5,94,142
Energy,20 to 99 employees,Platform,2,Amazon Web Services (AWS),54,57.4,94,142
Energy,20 to 99 employees,Platform,3,npm,52,55.3,94,142
Energy,20 to 99 employees,Platform,4,Pip,42,44.7,94,142
Energy,20 to 99 employees,Platform,5,Kubernetes,29,30.9,94,142
Energy,"5,000 to 9,999 employees",AIModels,1,openAI GPT (chatbot models),13,92.9,14,44
Energy,"5,000 to 9,999 employees",AIModels,2,Anthropic: Claude Sonnet,8,57.1,14,44
Energy,"5,000 to 9,999 employees",AIModels,3,Gemini (Pro Reasoning models),5,35.7,14,44
Energy,"5,000 to 9,999 employees",AIModels,4,Gemini (Flash general purpose models),4,28.6,14,44
Energy,"5,000 to 9,999 employees",AIModels,5,openAI Image generating models,4,28.6,14,44
Energy,"5,000 to 9,999 employees",Database,1,PostgreSQL,22,73.3,30,44
Energy,"5,000 to 9,999 employees",Database,2,Microsoft SQL Server,17,56.7,30,44
Energy,"5,000 to 9,999 employees",Database,3,SQLite,15,50.0,30,44
Energy,"5,000 to 9,999 employees",Database,4,MySQL,12,40.0,30,44
Energy,"5,000 to 9,999 employees",Database,5,Oracle,8,26.7,30,44
Energy,"5,000 to 9,999 employees",Platform,1,Docker,16,69.6,23,44
Energy,"5,000 to 9,999 employees",Platform,2,Microsoft Azure,14,60.9,23,44
Energy,"5,000 to 9,999 employees",Platform,3,Pip,13,56.5,23,44
Energy,"5,000 to 9,999 employees",Platform,4,npm,12,52.2,23,44
Energy,"5,000 to 9,999 employees",Platform,5,Amazon Web Services (AWS),11,47.8,23,44
Energy,500 to 999 employees,AIModels,1,openAI GPT (chatbot models),11,61.1,18,41
Energy,500 to 999 employees,AIModels,2,Anthropic: Claude Sonnet,7,38.9,18,41
Energy,500 to 999 employees,AIModels,3,Gemini (Flash general purpose models),7,38.9,18,41
Energy,500 to 999 employees,AIModels,4,openAI Reasoning models,4,22.2,18,41
Energy,500 to 999 employees,AIModels,5,Meta Llama (all models),3,16.7,18,41
Energy,500 to 999 employees,Database,1,PostgreSQL,13,52.0,25,41
Energy,500 to 999 employees,Database,2,Microsoft SQL Server,11,44.0,25,41
Energy,500 to 999 employees,Database,3,MySQL,10,40.0,25,41
Energy,500 to 999 employees,Database,4,MongoDB,7,28.0,25,41
Energy,500 to 999 employees,Database,5,SQLite,7,28.0,25,41
Energy,500 to 999 employees,Platform,1,Docker,20,74.1,27,41
Energy,500 to 999 employees,Platform,2,Pip,17,63.0,27,41
Energy,500 to 999 employees,Platform,3,npm,16,59.3,27,41
Energy,500 to 999 employees,Platform,4,Microsoft Azure,12,44.4,27,41
Energy,500 to 999 employees,Platform,5,Amazon Web Services (AWS),9,33.3,27,41
Energy,I don’t know,AIModels,1,openAI GPT (chatbot models),2,66.7,3,19
Energy,I don’t know,AIModels,2,Anthropic: Claude Sonnet,1,33.3,3,19
Energy,I don’t know,AIModels,3,DeepSeek (V- General purpose models),1,33.3,3,19
Energy,I don’t know,AIModels,4,Gemini (Flash general purpose models),1,33.3,3,19
Energy,I don’t know,AIModels,5,Gemini (Pro Reasoning models),1,33.3,3,19
Energy,I don’t know,Database,1,PostgreSQL,6,60.0,10,19
Energy,I don’t know,Database,2,Elasticsearch,5,50.0,10,19
Energy,I don’t know,Database,3,Microsoft SQL Server,4,40.0,10,19
Energy,I don’t know,Database,4,MongoDB,3,30.0,10,19
Energy,I don’t know,Database,5,MySQL,3,30.0,10,19
Energy,I don’t know,Platform,1,Docker,7,63.6,11,19
Energy,I don’t know,Platform,2,Maven (build tool),5,45.5,11,19
Energy,I don’t know,Platform,3,Pip,5,45.5,11,19
Energy,I don’t know,Platform,4,npm,5,45.5,11,19
Energy,I don’t know,Platform,5,Amazon Web Services (AWS),4,36.4,11,19
Energy,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,1,openAI GPT (chatbot models),4,80.0,5,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,2,Anthropic: Claude Sonnet,2,40.0,5,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,3,openAI Image generating models,2,40.0,5,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,4,DeepSeek (R- Reasoning models),1,20.0,5,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,5,DeepSeek (V- General purpose models),1,20.0,5,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",Database,1,PostgreSQL,5,55.6,9,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",Database,2,SQLite,4,44.4,9,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",Database,3,MySQL,3,33.3,9,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",Database,4,Microsoft SQL Server,2,22.2,9,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",Database,5,Elasticsearch,1,11.1,9,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",Platform,1,Docker,5,71.4,7,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",Platform,2,Amazon Web Services (AWS),4,57.1,7,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",Platform,3,Pip,4,57.1,7,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",Platform,4,APT,3,42.9,7,18
Energy,"Just me - I am a freelancer, sole proprietor, etc.",Platform,5,Digital Ocean,3,42.9,7,18
Energy,Less than 20 employees,AIModels,1,openAI GPT (chatbot models),29,65.9,44,86
Energy,Less than 20 employees,AIModels,2,Anthropic: Claude Sonnet,24,54.5,44,86
Energy,Less than 20 employees,AIModels,3,Gemini (Flash general purpose models),14,31.8,44,86
Energy,Less than 20 employees,AIModels,4,openAI Reasoning models,11,25.0,44,86
Energy,Less than 20 employees,AIModels,5,Meta Llama (all models),9,20.5,44,86
Energy,Less than 20 employees,Database,1,PostgreSQL,41,68.3,60,86
Energy,Less than 20 employees,Database,2,SQLite,24,40.0,60,86
Energy,Less than 20 employees,Database,3,MySQL,23,38.3,60,86
Energy,Less than 20 employees,Database,4,MariaDB,16,26.7,60,86
Energy,Less than 20 employees,Database,5,Microsoft SQL Server,14,23.3,60,86
Energy,Less than 20 employees,Platform,1,Docker,42,75.0,56,86
Energy,Less than 20 employees,Platform,2,Pip,30,53.6,56,86
Energy,Less than 20 employees,Platform,3,Amazon Web Services (AWS),29,51.8,56,86
Energy,Less than 20 employees,Platform,4,npm,28,50.0,56,86
Energy,Less than 20 employees,Platform,5,Microsoft Azure,19,33.9,56,86
Fintech,"1,000 to 4,999 employees",AIModels,1,openAI GPT (chatbot models),72,77.4,93,200
Fintech,"1,000 to 4,999 employees",AIModels,2,Anthropic: Claude Sonnet,53,57.0,93,200
Fintech,"1,000 to 4,999 employees",AIModels,3,openAI Reasoning models,35,37.6,93,200
Fintech,"1,000 to 4,999 employees",AIModels,4,Gemini (Pro Reasoning models),32,34.4,93,200
Fintech,"1,000 to 4,999 employees",AIModels,5,Gemini (Flash general purpose models),30,32.3,93,200
Fintech,"1,000 to 4,999 employees",Database,1,PostgreSQL,86,58.1,148,200
Fintech,"1,000 to 4,999 employees",Database,2,Redis,56,37.8,148,200
Fintech,"1,000 to 4,999 employees",Database,3,MySQL,51,34.5,148,200
Fintech,"1,000 to 4,999 employees",Database,4,Microsoft SQL Server,46,31.1,148,200
Fintech,"1,000 to 4,999 employees",Database,5,Elasticsearch,37,25.0,148,200
Fintech,"1,000 to 4,999 employees",Platform,1,Docker,109,72.7,150,200
Fintech,"1,000 to 4,999 employees",Platform,2,Amazon Web Services (AWS),89,59.3,150,200
Fintech,"1,000 to 4,999 employees",Platform,3,npm,84,56.0,150,200
Fintech,"1,000 to 4,999 employees",Platform,4,Kubernetes,75,50.0,150,200
Fintech,"1,000 to 4,999 employees",Platform,5,Terraform,56,37.3,150,200
Fintech,"10,000 or more employees",AIModels,1,openAI GPT (chatbot models),80,84.2,95,213
Fintech,"10,000 or more employees",AIModels,2,Anthropic: Claude Sonnet,40,42.1,95,213
Fintech,"10,000 or more employees",AIModels,3,Gemini (Flash general purpose models),38,40.0,95,213
Fintech,"10,000 or more employees",AIModels,4,openAI Reasoning models,34,35.8,95,213
Fintech,"10,000 or more employees",AIModels,5,Gemini (Pro Reasoning models),27,28.4,95,213
Fintech,"10,000 or more employees",Database,1,PostgreSQL,72,46.5,155,213
Fintech,"10,000 or more employees",Database,2,Redis,52,33.5,155,213
Fintech,"10,000 or more employees",Database,3,MySQL,51,32.9,155,213
Fintech,"10,000 or more employees",Database,4,SQLite,48,31.0,155,213
Fintech,"10,000 or more employees",Database,5,Oracle,38,24.5,155,213
Fintech,"10,000 or more employees",Platform,1,Docker,103,69.6,148,213
Fintech,"10,000 or more employees",Platform,2,Amazon Web Services (AWS),78,52.7,148,213
Fintech,"10,000 or more employees",Platform,3,npm,73,49.3,148,213
Fintech,"10,000 or more employees",Platform,4,Pip,71,48.0,148,213
Fintech,"10,000 or more employees",Platform,5,Kubernetes,65,43.9,148,213
Fintech,100 to 499 employees,AIModels,1,openAI GPT (chatbot models),134,83.2,161,366
Fintech,100 to 499 employees,AIModels,2,Anthropic: Claude Sonnet,75,46.6,161,366
Fintech,100 to 499 employees,AIModels,3,openAI Reasoning models,60,37.3,161,366
Fintech,100 to 499 employees,AIModels,4,Gemini (Flash general purpose models),57,35.4,161,366
Fintech,100 to 499 employees,AIModels,5,openAI Image generating models,37,23.0,161,366
Fintech,100 to 499 employees,Database,1,PostgreSQL,202,71.4,283,366
Fintech,100 to 499 employees,Database,2,Redis,117,41.3,283,366
Fintech,100 to 499 employees,Database,3,MySQL,93,32.9,283,366
Fintech,100 to 499 employees,Database,4,Microsoft SQL Server,85,30.0,283,366
Fintech,100 to 499 employees,Database,5,SQLite,82,29.0,283,366
Fintech,100 to 499 employees,Platform,1,Docker,221,81.5,271,366
Fintech,100 to 499 employees,Platform,2,Amazon Web Services (AWS),164,60.5,271,366
Fintech,100 to 499 employees,Platform,3,npm,158,58.3,271,366
Fintech,100 to 499 employees,Platform,4,Kubernetes,122,45.0,271,366
Fintech,100 to 499 employees,Platform,5,Pip,96,35.4,271,366
Fintech,20 to 99 employees,AIModels,1,openAI GPT (chatbot models),129,89.6,144,303
Fintech,20 to 99 employees,AIModels,2,Anthropic: Claude Sonnet,73,50.7,144,303
Fintech,20 to 99 employees,AIModels,3,openAI Reasoning models,57,39.6,144,303
Fintech,20 to 99 employees,AIModels,4,Gemini (Flash general purpose models),50,34.7,144,303
Fintech,20 to 99 employees,AIModels,5,Gemini (Pro Reasoning models),45,31.2,144,303
Fintech,20 to 99 employees,Database,1,PostgreSQL,156,70.0,223,303
Fintech,20 to 99 employees,Database,2,Redis,82,36.8,223,303
Fintech,20 to 99 employees,Database,3,MySQL,74,33.2,223,303
Fintech,20 to 99 employees,Database,4,SQLite,63,28.3,223,303
Fintech,20 to 99 employees,Database,5,Microsoft SQL Server,58,26.0,223,303
Fintech,20 to 99 employees,Platform,1,Docker,157,76.2,206,303
Fintech,20 to 99 employees,Platform,2,npm,131,63.6,206,303
Fintech,20 to 99 employees,Platform,3,Amazon Web Services (AWS),122,59.2,206,303
Fintech,20 to 99 employees,Platform,4,Pip,66,32.0,206,303
Fintech,20 to 99 employees,Platform,5,Kubernetes,65,31.6,206,303
Fintech,"5,000 to 9,999 employees",AIModels,1,openAI GPT (chatbot models),22,91.7,24,58
Fintech,"5,000 to 9,999 employees",AIModels,2,Anthropic: Claude Sonnet,12,50.0,24,58
Fintech,"5,000 to 9,999 employees",AIModels,3,Gemini (Flash general purpose models),10,41.7,24,58
Fintech,"5,000 to 9,999 employees",AIModels,4,Gemini (Pro Reasoning models),7,29.2,24,58
Fintech,"5,000 to 9,999 employees",AIModels,5,openAI Image generating models,7,29.2,24,58
Fintech,"5,000 to 9,999 employees",Database,1,PostgreSQL,23,53.5,43,58
Fintech,"5,000 to 9,999 employees",Database,2,SQLite,15,34.9,43,58
Fintech,"5,000 to 9,999 employees",Database,3,Redis,14,32.6,43,58
Fintech,"5,000 to 9,999 employees",Database,4,Microsoft SQL Server,9,20.9,43,58
Fintech,"5,000 to 9,999 employees",Database,5,MySQL,9,20.9,43,58
Fintech,"5,000 to 9,999 employees",Platform,1,Docker,25,75.8,33,58
Fintech,"5,000 to 9,999 employees",Platform,2,npm,21,63.6,33,58
Fintech,"5,000 to 9,999 employees",Platform,3,Amazon Web Services (AWS),18,54.5,33,58
Fintech,"5,000 to 9,999 employees",Platform,4,Homebrew,17,51.5,33,58
Fintech,"5,000 to 9,999 employees",Platform,5,Kubernetes,15,45.5,33,58
Fintech,500 to 999 employees,AIModels,1,openAI GPT (chatbot models),48,77.4,62,115
Fintech,500 to 999 employees,AIModels,2,Gemini (Flash general purpose models),22,35.5,62,115
Fintech,500 to 999 employees,AIModels,3,openAI Reasoning models,22,35.5,62,115
Fintech,500 to 999 employees,AIModels,4,Anthropic: Claude Sonnet,20,32.3,62,115
Fintech,500 to 999 employees,AIModels,5,openAI Image generating models,18,29.0,62,115
Fintech,500 to 999 employees,Database,1,PostgreSQL,56,68.3,82,115
Fintech,500 to 999 employees,Database,2,Redis,32,39.0,82,115
Fintech,500 to 999 employees,Database,3,Microsoft SQL Server,31,37.8,82,115
Fintech,500 to 999 employees,Database,4,MySQL,31,37.8,82,115
Fintech,500 to 999 employees,Database,5,SQLite,25,30.5,82,115
Fintech,500 to 999 employees,Platform,1,Docker,62,78.5,79,115
Fintech,500 to 999 employees,Platform,2,Amazon Web Services (AWS),47,59.5,79,115
Fintech,500 to 999 employees,Platform,3,npm,40,50.6,79,115
Fintech,500 to 999 employees,Platform,4,Kubernetes,37,46.8,79,115
Fintech,500 to 999 employees,Platform,5,Homebrew,32,40.5,79,115
Fintech,I don’t know,AIModels,1,openAI GPT (chatbot models),5,83.3,6,21
Fintech,I don’t know,AIModels,2,Anthropic: Claude Sonnet,4,66.7,6,21
Fintech,I don’t know,AIModels,3,Gemini (Pro Reasoning models),4,66.7,6,21
Fintech,I don’t know,AIModels,4,openAI Reasoning models,4,66.7,6,21
Fintech,I don’t know,AIModels,5,DeepSeek (R- Reasoning models),3,50.0,6,21
Fintech,I don’t know,Database,1,MySQL,5,38.5,13,21
Fintech,I don’t know,Database,2,SQLite,5,38.5,13,21
Fintech,I don’t know,Database,3,Dynamodb,3,23.1,13,21
Fintech,I don’t know,Database,4,MariaDB,3,23.1,13,21
Fintech,I don’t know,Database,5,Oracle,3,23.1,13,21
Fintech,I don’t know,Platform,1,Docker,8,100.0,8,21
Fintech,I don’t know,Platform,2,npm,6,75.0,8,21
Fintech,I don’t know,Platform,3,Google Cloud,4,50.0,8,21
Fintech,I don’t know,Platform,4,Podman,3,37.5,8,21
Fintech,I don’t know,Platform,5,Vite,3,37.5,8,21
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,1,openAI GPT (chatbot models),10,71.4,14,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,2,Anthropic: Claude Sonnet,5,35.7,14,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,3,Gemini (Flash general purpose models),5,35.7,14,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,4,openAI Image generating models,5,35.7,14,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,5,Gemini (Pro Reasoning models),4,28.6,14,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",Database,1,PostgreSQL,12,57.1,21,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",Database,2,Microsoft SQL Server,10,47.6,21,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",Database,3,MongoDB,9,42.9,21,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",Database,4,MySQL,9,42.9,21,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",Database,5,SQLite,8,38.1,21,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",Platform,1,Docker,11,61.1,18,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",Platform,2,Amazon Web Services (AWS),10,55.6,18,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",Platform,3,npm,10,55.6,18,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",Platform,4,Vite,8,44.4,18,35
Fintech,"Just me - I am a freelancer, sole proprietor, etc.",Platform,5,Pip,7,38.9,18,35
Fintech,Less than 20 employees,AIModels,1,openAI GPT (chatbot models),92,76.0,121,243
Fintech,Less than 20 employees,AIModels,2,Anthropic: Claude Sonnet,74,61.2,121,243
Fintech,Less than 20 employees,AIModels,3,openAI Reasoning models,51,42.1,121,243
Fintech,Less than 20 employees,AIModels,4,Gemini (Flash general purpose models),47,38.8,121,243
Fintech,Less than 20 employees,AIModels,5,DeepSeek (R- Reasoning models),36,29.8,121,243
Fintech,Less than 20 employees,Database,1,PostgreSQL,128,69.6,184,243
Fintech,Less than 20 employees,Database,2,Redis,78,42.4,184,243
Fintech,Less than 20 employees,Database,3,MySQL,69,37.5,184,243
Fintech,Less than 20 employees,Database,4,SQLite,57,31.0,184,243
Fintech,Less than 20 employees,Database,5,MongoDB,50,27.2,184,243
Fintech,Less than 20 employees,Platform,1,Docker,132,80.0,165,243
Fintech,Less than 20 employees,Platform,2,npm,108,65.5,165,243
Fintech,Less than 20 employees,Platform,3,Amazon Web Services (AWS),105,63.6,165,243
Fintech,Less than 20 employees,Platform,4,Pip,68,41.2,165,243
Fintech,Less than 20 employees,Platform,5,Homebrew,63,38.2,165,243
Government,"1,000 to 4,999 employees",AIModels,1,openAI GPT (chatbot models),61,71.8,85,226
Government,"1,000 to 4,999 employees",AIModels,2,Anthropic: Claude Sonnet,33,38.8,85,226
Government,"1,000 to 4,999 employees",AIModels,3,openAI Reasoning models,28,32.9,85,226
Government,"1,000 to 4,999 employees",AIModels,4,Gemini (Flash general purpose models),25,29.4,85,226
Government,"1,000 to 4,999 employees",AIModels,5,openAI Image generating models,23,27.1,85,226
Government,"1,000 to 4,999 employees",Database,1,PostgreSQL,102,57.3,178,226
Government,"1,000 to 4,999 employees",Database,2,Microsoft SQL Server,84,47.2,178,226
Government,"1,000 to 4,999 employees",Database,3,SQLite,61,34.3,178,226
Government,"1,000 to 4,999 employees",Database,4,MySQL,58,32.6,178,226
Government,"1,000 to 4,999 employees",Database,5,Oracle,46,25.8,178,226
Government,"1,000 to 4,999 employees",Platform,1,Docker,110,71.4,154,226
Government,"1,000 to 4,999 employees",Platform,2,npm,90,58.4,154,226
Government,"1,000 to 4,999 employees",Platform,3,Pip,73,47.4,154,226
Government,"1,000 to 4,999 employees",Platform,4,Kubernetes,48,31.2,154,226
Government,"1,000 to 4,999 employees",Platform,5,Amazon Web Services (AWS),47,30.5,154,226
Government,"10,000 or more employees",AIModels,1,openAI GPT (chatbot models),68,81.9,83,229
Government,"10,000 or more employees",AIModels,2,Anthropic: Claude Sonnet,33,39.8,83,229
Government,"10,000 or more employees",AIModels,3,Gemini (Flash general purpose models),30,36.1,83,229
Government,"10,000 or more employees",AIModels,4,Meta Llama (all models),22,26.5,83,229
Government,"10,000 or more employees",AIModels,5,openAI Image generating models,21,25.3,83,229
Government,"10,000 or more employees",Database,1,PostgreSQL,85,55.6,153,229
Government,"10,000 or more employees",Database,2,SQLite,67,43.8,153,229
Government,"10,000 or more employees",Database,3,Microsoft SQL Server,62,40.5,153,229
Government,"10,000 or more employees",Database,4,MySQL,59,38.6,153,229
Government,"10,000 or more employees",Database,5,MariaDB,43,28.1,153,229
Government,"10,000 or more employees",Platform,1,Docker,104,74.3,140,229
Government,"10,000 or more employees",Platform,2,Pip,69,49.3,140,229
Government,"10,000 or more employees",Platform,3,npm,69,49.3,140,229
Government,"10,000 or more employees",Platform,4,Amazon Web Services (AWS),64,45.7,140,229
Government,"10,000 or more employees",Platform,5,Kubernetes,53,37.9,140,229
Government,100 to 499 employees,AIModels,1,openAI GPT (chatbot models),61,81.3,75,185
Government,100 to 499 employees,AIModels,2,Anthropic: Claude Sonnet,27,36.0,75,185
Government,100 to 499 employees,AIModels,3,openAI Reasoning models,25,33.3,75,185
Government,100 to 499 employees,AIModels,4,Gemini (Flash general purpose models),23,30.7,75,185
Government,100 to 499 employees,AIModels,5,openAI Image generating models,15,20.0,75,185
Government,100 to 499 employees,Database,1,PostgreSQL,67,48.9,137,185
Government,100 to 499 employees,Database,2,Microsoft SQL Server,59,43.1,137,185
Government,100 to 499 employees,Database,3,MySQL,56,40.9,137,185
Government,100 to 499 employees,Database,4,SQLite,43,31.4,137,185
Government,100 to 499 employees,Database,5,MariaDB,37,27.0,137,185
Government,100 to 499 employees,Platform,1,Docker,80,68.4,117,185
Government,100 to 499 employees,Platform,2,npm,68,58.1,117,185
Government,100 to 499 employees,Platform,3,Pip,50,42.7,117,185
Government,100 to 499 employees,Platform,4,Amazon Web Services (AWS),35,29.9,117,185
Government,100 to 499 employees,Platform,5,NuGet,28,23.9,117,185
Government,20 to 99 employees,AIModels,1,openAI GPT (chatbot models),46,82.1,56,144
Government,20 to 99 employees,AIModels,2,Anthropic: Claude Sonnet,28,50.0,56,144
Government,20 to 99 employees,AIModels,3,Gemini (Flash general purpose models),27,48.2,56,144
Government,20 to 99 employees,AIModels,4,openAI Reasoning models,21,37.5,56,144
Government,20 to 99 employees,AIModels,5,openAI Image generating models,15,26.8,56,144
Government,20 to 99 employees,Database,1,PostgreSQL,68,64.8,105,144
Government,20 to 99 employees,Database,2,Microsoft SQL Server,41,39.0,105,144
Government,20 to 99 employees,Database,3,MySQL,39,37.1,105,144
Government,20 to 99 employees,Database,4,SQLite,35,33.3,105,144
Government,20 to 99 employees,Database,5,Redis,31,29.5,105,144
Government,20 to 99 employees,Platform,1,Docker,75,75.8,99,144
Government,20 to 99 employees,Platform,2,npm,61,61.6,99,144
Government,20 to 99 employees,Platform,3,Pip,44,44.4,99,144
Government,20 to 99 employees,Platform,4,Amazon Web Services (AWS),37,37.4,99,144
Government,20 to 99 employees,Platform,5,Microsoft Azure,30,30.3,99,144
Government,"5,000 to 9,999 employees",AIModels,1,openAI GPT (chatbot models),22,84.6,26,96
Government,"5,000 to 9,999 employees",AIModels,2,Anthropic: Claude Sonnet,9,34.6,26,96
Government,"5,000 to 9,999 employees",AIModels,3,Gemini (Pro Reasoning models),7,26.9,26,96
Government,"5,000 to 9,999 employees",AIModels,4,openAI Reasoning models,7,26.9,26,96
Government,"5,000 to 9,999 employees",AIModels,5,DeepSeek (R- Reasoning models),6,23.1,26,96
Government,"5,000 to 9,999 employees",Database,1,PostgreSQL,37,51.4,72,96
Government,"5,000 to 9,999 employees",Database,2,Microsoft SQL Server,29,40.3,72,96
Government,"5,000 to 9,999 employees",Database,3,Oracle,22,30.6,72,96
Government,"5,000 to 9,999 employees",Database,4,SQLite,22,30.6,72,96
Government,"5,000 to 9,999 employees",Database,5,MySQL,20,27.8,72,96
Government,"5,000 to 9,999 employees",Platform,1,Docker,44,74.6,59,96
Government,"5,000 to 9,999 employees",Platform,2,npm,29,49.2,59,96
Government,"5,000 to 9,999 employees",Platform,3,Pip,22,37.3,59,96
Government,"5,000 to 9,999 employees",Platform,4,Amazon Web Services (AWS),20,33.9,59,96
Government,"5,000 to 9,999 employees",Platform,5,Microsoft Azure,20,33.9,59,96
Government,500 to 999 employees,AIModels,1,openAI GPT (chatbot models),29,72.5,40,106
Government,500 to 999 employees,AIModels,2,Gemini (Flash general purpose models),14,35.0,40,106
Government,500 to 999 employees,AIModels,3,Anthropic: Claude Sonnet,12,30.0,40,106
Government,500 to 999 employees,AIModels,4,openAI Image generating models,9,22.5,40,106
Government,500 to 999 employees,AIModels,5,openAI Reasoning models,9,22.5,40,106
Government,500 to 999 employees,Database,1,Microsoft SQL Server,38,53.5,71,106
Government,500 to 999 employees,Database,2,PostgreSQL,35,49.3,71,106
Government,500 to 999 employees,Database,3,MySQL,29,40.8,71,106
Government,500 to 999 employees,Database,4,SQLite,26,36.6,71,106
Government,500 to 999 employees,Database,5,Oracle,20,28.2,71,106
Government,500 to 999 employees,Platform,1,Docker,38,61.3,62,106
Government,500 to 999 employees,Platform,2,npm,28,45.2,62,106
Government,500 to 999 employees,Platform,3,Pip,26,41.9,62,106
Government,500 to 999 employees,Platform,4,Amazon Web Services (AWS),25,40.3,62,106
Government,500 to 999 employees,Platform,5,Microsoft Azure,20,32.3,62,106
Government,I don’t know,AIModels,1,openAI GPT (chatbot models),12,70.6,17,58
Government,I don’t know,AIModels,2,Anthropic: Claude Sonnet,6,35.3,17,58
Government,I don’t know,AIModels,3,Gemini (Flash general purpose models),5,29.4,17,58
Government,I don’t know,AIModels,4,Meta Llama (all models),5,29.4,17,58
Government,I don’t know,AIModels,5,openAI Reasoning models,5,29.4,17,58
Government,I don’t know,Database,1,PostgreSQL,21,51.2,41,58
Government,I don’t know,Database,2,SQLite,16,39.0,41,58
Government,I don’t know,Database,3,Microsoft SQL Server,15,36.6,41,58
Government,I don’t know,Database,4,Oracle,14,34.1,41,58
Government,I don’t know,Database,5,MySQL,12,29.3,41,58
Government,I don’t know,Platform,1,Docker,24,66.7,36,58
Government,I don’t know,Platform,2,Pip,20,55.6,36,58
Government,I don’t know,Platform,3,npm,19,52.8,36,58
Government,I don’t know,Platform,4,Make,11,30.6,36,58
Government,I don’t know,Platform,5,Microsoft Azure,9,25.0,36,58
Government,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,1,openAI GPT (chatbot models),8,80.0,10,26
Government,"Just me - I am a freelancer, sole proprietor, etc.",AIModels,2,Gemini (Flash general purpose models),6,60.0,10,26
